Tier,Segment,Institution_Name,Chief Information Security Officer,Head of Governance Risk & Compliance,Chief Financial Officer,Chief Risk Officer,Head of Compliance,Chief Information Officer,Head of Internal Audit
5,GLC-Linked,Johor Corporation (JCorp),NOT FOUND [Official: jcorp.com.my/our-leadership + JCorp 2023 Integrated Report PDF — no CISO or Head of Information Security listed. Security function likely subsumed under Chief Digital Officer (Ahmad Yusri Mohamed). conf 30],"Mohd Azmi Hitam (Chief Governance Officer) [Official: jcorp.com.my/our-leadership, 2026-07-13]","Rozaini Mohd Sani (Chief Financial Officer) [Official: jcorp.com.my/our-leadership, 2026-07-13]","NOT FOUND - No dedicated CRO; risk function covered by Mohd Azmi Hitam (Chief Governance Officer) + board-level Risk Mgmt Committee [Official: jcorp.com.my/our-leadership, conf 85]","Mohd Azmi Hitam (Chief Governance Officer, leads Governance and Risk Division - GRD) [Official: jcorp.com.my/our-leadership + JCorp 2023 Integrated Report PDF, conf 80 - Chief Governance Officer functionally covers compliance; GRD is the functional umbrella for compliance]","Ahmad Yusri Mohamed (Chief Digital Officer) + Budiman Bujang (Deputy Chief Digital Officer, appointed Jan 2025) [Official: jcorp.com.my/our-leadership, 2026-07-13; ET CIO SEA: ciosea.economictimes.indiatimes.com/news/corporate/budiman-bujang-becomes-deputy-chief-digital-officer-at-johor-corporation/116869210, conf 85]","Mohd Nordin Jamaludin (Chief Corporate Services Officer) [Official: jcorp.com.my/our-leadership + JCorp 2023 Integrated Report PDF, conf 70 - Corporate Services typically encompasses audit, risk, and governance support; Board Audit and Risk Committee (BARC) provides board-level oversight]"
4,Payment Operators,JomPAY (by PayNet),"Meling Mudin (Chief Information Security Officer, PayNet group) [Inherited from PayNet parent per v5.5 leadership-inheritance precedent. Source: Star Cybersecurity Summit 2025 speaker page + LinkedIn + ZoomInfo; conf 95]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Tan Wei Tze (Chief Financial Officer, PayNet) [PayNet leadership - JomPAY is a PayNet product, inherited, conf 85]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Teh Lip Guan (Chief Technology Officer, PayNet) [PayNet leadership - JomPAY is a PayNet product, inherited, conf 85]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]"
6,Fintech Sandbox,KAF Digital Bank,NOT FOUND — KAF Digital Bank in pre-launch stage; CISO not yet publicly announced (Jul 2025) Confirmed Jul 2026: kafdigitalbank.com has no leadership page; ONZ Banking product in pre-launch/waitlist stage. Parent KAF Investment Bank (kaf.com.my) also has no management team page. conf 95,"NOT FOUND [KAF Digital Bank Annual Report FY2025 and website (kafdigitalbank.com.my) list CEO and Board of Directors only. C-suite management (CRO, CIO, Compliance, IA, GRC) not publicly named. Management Committee members unnamed. conf 85] Confirmed Jul 2026: kafdigitalbank.com has no leadership page; ONZ Banking product in pre-launch/waitlist stage. Parent KAF Investment Bank (kaf.com.my) also has no management team page. conf 95","Mohd Nizaruddin|Financial Controller (CFO equivalent)|75|https://my.linkedin.com/in/mohd-nizaruddin-mba-fcca-micpa-ca-m-9515a040|Financial Controller at KAF Digital Bank. Responsible for entire finance function, financial reporting, budgeting, forecasting, 5-year planning, regulatory reporting to BNM. MBA, FCCA, MICPA, CA (M) [LinkedIn confirmed]",NOT FOUND — KAF Digital Bank in pre-launch stage; CRO not yet publicly announced (Jul 2025) Confirmed Jul 2026: kafdigitalbank.com has no leadership page; ONZ Banking product in pre-launch/waitlist stage. Parent KAF Investment Bank (kaf.com.my) also has no management team page. conf 95,NOT FOUND — KAF Digital Bank in pre-launch stage; compliance head not yet publicly announced (Jul 2025) Confirmed Jul 2026: kafdigitalbank.com has no leadership page; ONZ Banking product in pre-launch/waitlist stage. Parent KAF Investment Bank (kaf.com.my) also has no management team page. conf 95,"NOT FOUND [KAF Digital Bank Annual Report FY2025 and website (kafdigitalbank.com.my) list CEO and Board of Directors only. C-suite management (CRO, CIO, Compliance, IA, GRC) not publicly named. Management Committee members unnamed. conf 85] Confirmed Jul 2026: kafdigitalbank.com has no leadership page; ONZ Banking product in pre-launch/waitlist stage. Parent KAF Investment Bank (kaf.com.my) also has no management team page. conf 95",NOT FOUND — KAF Digital Bank in pre-launch stage; CAE not yet publicly announced (Jul 2025) Confirmed Jul 2026: kafdigitalbank.com has no leadership page; ONZ Banking product in pre-launch/waitlist stage. Parent KAF Investment Bank (kaf.com.my) also has no management team page. conf 95
6,Fintech Sandbox,KAF Digital Bank Berhad,NOT FOUND — KAF Digital Bank in pre-launch stage; CISO not yet publicly announced (Jul 2025) Confirmed Jul 2026: kafdigitalbank.com has no leadership page; ONZ Banking product in pre-launch/waitlist stage. Parent KAF Investment Bank (kaf.com.my) also has no management team page. conf 95,"NOT FOUND [KAF Digital Bank Annual Report FY2025 and website (kafdigitalbank.com.my) list CEO and Board of Directors only. C-suite management (CRO, CIO, Compliance, IA, GRC) not publicly named. Management Committee members unnamed. conf 85] Confirmed Jul 2026: kafdigitalbank.com has no leadership page; ONZ Banking product in pre-launch/waitlist stage. Parent KAF Investment Bank (kaf.com.my) also has no management team page. conf 95","Mohd Nizaruddin|Financial Controller (CFO equivalent)|75|https://my.linkedin.com/in/mohd-nizaruddin-mba-fcca-micpa-ca-m-9515a040|Financial Controller at KAF Digital Bank. Responsible for entire finance function, financial reporting, budgeting, forecasting, 5-year planning, regulatory reporting to BNM. MBA, FCCA, MICPA, CA (M) [LinkedIn confirmed]",NOT FOUND — KAF Digital Bank in pre-launch stage; CRO not yet publicly announced (Jul 2025) Confirmed Jul 2026: kafdigitalbank.com has no leadership page; ONZ Banking product in pre-launch/waitlist stage. Parent KAF Investment Bank (kaf.com.my) also has no management team page. conf 95,NOT FOUND — KAF Digital Bank in pre-launch stage; compliance head not yet publicly announced (Jul 2025) Confirmed Jul 2026: kafdigitalbank.com has no leadership page; ONZ Banking product in pre-launch/waitlist stage. Parent KAF Investment Bank (kaf.com.my) also has no management team page. conf 95,"NOT FOUND [KAF Digital Bank Annual Report FY2025 and website (kafdigitalbank.com.my) list CEO and Board of Directors only. C-suite management (CRO, CIO, Compliance, IA, GRC) not publicly named. Management Committee members unnamed. conf 85] Confirmed Jul 2026: kafdigitalbank.com has no leadership page; ONZ Banking product in pre-launch/waitlist stage. Parent KAF Investment Bank (kaf.com.my) also has no management team page. conf 95",NOT FOUND — KAF Digital Bank in pre-launch stage; CAE not yet publicly announced (Jul 2025) Confirmed Jul 2026: kafdigitalbank.com has no leadership page; ONZ Banking product in pre-launch/waitlist stage. Parent KAF Investment Bank (kaf.com.my) also has no management team page. conf 95
6,Fintech Sandbox,KDI Save Sdn Bhd,NOT FOUND [KDI Save: No LinkedIn company page (404). No public website found. Web search returned only Korean Development Institute results. Likely early-stage digital bank.],NOT FOUND [KDI Save: No LinkedIn company page (404). No public website found. Web search returned only Korean Development Institute results. Likely early-stage digital bank.],NOT FOUND [KDI Save: No LinkedIn company page (404). No public website found. Web search returned only Korean Development Institute results. Likely early-stage digital bank.],NOT FOUND [KDI Save: No LinkedIn company page (404). No public website found. Web search returned only Korean Development Institute results. Likely early-stage digital bank.],NOT FOUND [KDI Save: No LinkedIn company page (404). No public website found. Web search returned only Korean Development Institute results. Likely early-stage digital bank.],NOT FOUND [KDI Save: No LinkedIn company page (404). No public website found. Web search returned only Korean Development Institute results. Likely early-stage digital bank.],NOT FOUND [KDI Save: No LinkedIn company page (404). No public website found. Web search returned only Korean Development Institute results. Likely early-stage digital bank.]
5,GLC-Linked,KWSP Investment Division (Alternative Assets),"Jasmine Goh (Head of Department – Digital Security) [Official: kwsp.gov.my/corporate/about-us/organisation-structure, conf 98]","Nora Badaruddin (Head of Department – Integrity & Corporate Governance) [Official: kwsp.gov.my, conf 98]","Ahmad Rizal Omar (Chief Financial Officer) [Official: kwsp.gov.my, conf 98]","Rozlina Abdul Samad (Head of Department – Risk Management) [Official: kwsp.gov.my, conf 98]","Chong Yee Leng (Head of Department – Operations Compliance) [Official: kwsp.gov.my, conf 98]","Afhzal Abdul Rahman (Chief Digital Technology Officer) [Official: kwsp.gov.my, conf 98]","Mohammad Nasir Ismail (Head of Department – Internal Audit) [Official: kwsp.gov.my, conf 98]"
5,GLC-Linked,KWSP Investment Division (Direct Investments),"Jasmine Goh (Head of Department – Digital Security) [Official: kwsp.gov.my/corporate/about-us/organisation-structure, conf 98]","Nora Badaruddin (Head of Department – Integrity & Corporate Governance) [Official: kwsp.gov.my, conf 98]","Ahmad Rizal Omar (Chief Financial Officer) [Official: kwsp.gov.my, conf 98]","Rozlina Abdul Samad (Head of Department – Risk Management) [Official: kwsp.gov.my, conf 98]","Chong Yee Leng (Head of Department – Operations Compliance) [Official: kwsp.gov.my, conf 98]","Afhzal Abdul Rahman (Chief Digital Technology Officer) [Official: kwsp.gov.my, conf 98]","Mohammad Nasir Ismail (Head of Department – Internal Audit) [Official: kwsp.gov.my, conf 98]"
5,GLC-Linked,KWSP Investment Division (Real Estate),"Jasmine Goh (Head of Department – Digital Security) [Official: kwsp.gov.my/corporate/about-us/organisation-structure, conf 98]","Nora Badaruddin (Head of Department – Integrity & Corporate Governance) [Official: kwsp.gov.my, conf 98]","Ahmad Rizal Omar (Chief Financial Officer) [Official: kwsp.gov.my, conf 98]","Rozlina Abdul Samad (Head of Department – Risk Management) [Official: kwsp.gov.my, conf 98]","Chong Yee Leng (Head of Department – Operations Compliance) [Official: kwsp.gov.my, conf 98]","Afhzal Abdul Rahman (Chief Digital Technology Officer) [Official: kwsp.gov.my, conf 98]","Mohammad Nasir Ismail (Head of Department – Internal Audit) [Official: kwsp.gov.my, conf 98]"
2,Investment Banks,Kenanga Investment Bank Berhad,Low Jia Yee — Chief Technology Officer (CISO-equivalent) [Official: kenanga.com.my/who-we-are/our-people/company/kenanga-investment-bank-berhad/] | conf 75 | No dedicated CISO/Head of IT Security among 25+ executives. CTO is closest equivalent.,Tai Yan Fee (CRO) + Choo Siew Fun (Compliance) [Group-level composite],Cheong Boon Kak (Group Chief Financial & Operations Officer) [Official: kenanga.com.my],Tai Yan Fee (Group Chief Risk Officer) [Official: kenanga.com.my],Choo Siew Fun (Group Chief Compliance & Ethics Officer) [Official: kenanga.com.my],Low Jia Yee (Chief Technology Officer) [Official: kenanga.com.my],Terence Tan Kian Meng (Group Chief Internal Auditor) [Official: kenanga.com.my]
5,GLC-Linked,Khazanah Nasional Berhad,NOT FOUND [Not listed on official khazanah.com.my leadership pages (22+ executives listed). Likely internal position not publicly disclosed. ARC (Audit & Risk Committee) at board level: Chairman Wong Kang Hwee.],"Dato' Suhana Dewi Selamat (Head, Governance, Risk & Compliance) [Official: khazanah.com.my/Who-We-Are/Leadership, 2026-07-13]","Faridah Bakar Ali (Chief Financial Officer) [Official: khazanah.com.my/Who-We-Are/Leadership, 2026-07-13]","Dato' Suhana Dewi Selamat (Head, Governance, Risk & Compliance) [Official: khazanah.com.my, conf 95 - combined GRC+CRO+Compliance role]","Dato' Suhana Dewi Selamat (Head, Governance, Risk & Compliance) [Official: khazanah.com.my, conf 95 - combined role]","Dr Farid Mohamed Sani (Head, Digitalisation) [Official: khazanah.com.my/who-we-are/leadership, 2026-07-27 - closest CIO-equivalent; Datuk Hisham Hamdan is Chief Investment Officer (finance), not IT]","NOT FOUND - Head of Internal Audit not listed on Khazanah Executive Management page (9 execs listed, no IA role) [Official: khazanah.com.my/who-we-are/leadership, 2026-07-27]"
3,Cooperatives,Koperasi Angkatan Tentera,NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85]
3,Cooperatives,Koperasi Guru Malaysia,NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85]
3,Cooperatives,Koperasi Johor,NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85]
