Tier,Segment,Institution_Name,Chief Information Security Officer,Head of Governance Risk & Compliance,Chief Financial Officer,Chief Risk Officer,Head of Compliance,Chief Information Officer,Head of Internal Audit
5,GLC-Linked,Johor Corporation (JCorp),NOT FOUND [Official: jcorp.com.my/our-leadership + JCorp 2023 Integrated Report PDF — no CISO or Head of Information Security listed. Security function likely subsumed under Chief Digital Officer (Ahmad Yusri Mohamed). conf 30],"Mohd Azmi Hitam (Chief Governance Officer) [Official: jcorp.com.my/our-leadership, 2026-07-13]","Rozaini Mohd Sani (Chief Financial Officer) [Official: jcorp.com.my/our-leadership, 2026-07-13]",NOT FOUND [Official: jcorp.com.my/our-leadership + JCorp 2023 Integrated Report PDF — no CRO or Head of Risk Management named. Risk function consolidated under Chief Governance Officer (Mohd Azmi Hitam) within Governance and Risk Division (GRD). conf 30],"Mohd Azmi Hitam (Chief Governance Officer, leads Governance and Risk Division - GRD) [Official: jcorp.com.my/our-leadership + JCorp 2023 Integrated Report PDF, conf 80 - Chief Governance Officer functionally covers compliance; GRD is the functional umbrella for compliance]","Ahmad Yusri Mohamed (Chief Digital Officer) [Official: jcorp.com.my/our-leadership, 2026-07-13]","Mohd Nordin Jamaludin (Chief Corporate Services Officer) [Official: jcorp.com.my/our-leadership + JCorp 2023 Integrated Report PDF, conf 70 - Corporate Services typically encompasses audit, risk, and governance support; Board Audit and Risk Committee (BARC) provides board-level oversight]"
4,Payment Operators,JomPAY (by PayNet),"Meling Mudin (Chief Information Security Officer, PayNet group) [Inherited from PayNet parent per v5.5 leadership-inheritance precedent. Source: Star Cybersecurity Summit 2025 speaker page + LinkedIn + ZoomInfo; conf 95]",NOT FOUND [Inherited from PayNet parent. Sources: paynet.my leadership pages.],"Tan Wei Tze (Chief Financial Officer, PayNet) [PayNet leadership - JomPAY is a PayNet product, inherited, conf 85]",NOT FOUND [Inherited from PayNet parent. Sources: paynet.my leadership/committees pages.],NOT FOUND [Inherited from PayNet parent. Sources: paynet.my corporate-governance page.],"Teh Lip Guan (Chief Technology Officer, PayNet) [PayNet leadership - JomPAY is a PayNet product, inherited, conf 85]",NOT FOUND [Inherited from PayNet parent. Sources: paynet.my leadership/committees pages.]
6,Fintech Sandbox,KAF Digital Bank,"NOT FOUND [KAF Digital Bank leadership names CEO Suzaini bin Mukhtar but no CISO. Digital bank CISO function likely combined with CTO. Sources: web search/firecrawl, conf 35]","NOT FOUND [KAF Digital Bank Annual Report FY2025 and website (kafdigitalbank.com.my) list CEO and Board of Directors only. C-suite management (CRO, CIO, Compliance, IA, GRC) not publicly named. Management Committee members unnamed. conf 85]","Mohd Nizaruddin|Financial Controller (CFO equivalent)|75|https://my.linkedin.com/in/mohd-nizaruddin-mba-fcca-micpa-ca-m-9515a040|Financial Controller at KAF Digital Bank. Responsible for entire finance function, financial reporting, budgeting, forecasting, 5-year planning, regulatory reporting to BNM. MBA, FCCA, MICPA, CA (M) [LinkedIn confirmed]","NOT FOUND [KAF Digital Bank Annual Report FY2025 and website (kafdigitalbank.com.my) list CEO and Board of Directors only. C-suite management (CRO, CIO, Compliance, IA, GRC) not publicly named. Management Committee members unnamed. conf 85]","NOT FOUND [KAF Digital Bank Annual Report FY2025 and website (kafdigitalbank.com.my) list CEO and Board of Directors only. C-suite management (CRO, CIO, Compliance, IA, GRC) not publicly named. Management Committee members unnamed. conf 85]","NOT FOUND [KAF Digital Bank Annual Report FY2025 and website (kafdigitalbank.com.my) list CEO and Board of Directors only. C-suite management (CRO, CIO, Compliance, IA, GRC) not publicly named. Management Committee members unnamed. conf 85]","NOT FOUND [KAF Digital Bank Annual Report FY2025 and website (kafdigitalbank.com.my) list CEO and Board of Directors only. C-suite management (CRO, CIO, Compliance, IA, GRC) not publicly named. Management Committee members unnamed. conf 85]"
6,Fintech Sandbox,KAF Digital Bank Berhad,"NOT FOUND [Same entity as KAF Digital Bank — duplicate row. CISO not publicly listed. Sources: web search/firecrawl, conf 35]","NOT FOUND [KAF Digital Bank Annual Report FY2025 and website (kafdigitalbank.com.my) list CEO and Board of Directors only. C-suite management (CRO, CIO, Compliance, IA, GRC) not publicly named. Management Committee members unnamed. conf 85]","Mohd Nizaruddin|Financial Controller (CFO equivalent)|75|https://my.linkedin.com/in/mohd-nizaruddin-mba-fcca-micpa-ca-m-9515a040|Financial Controller at KAF Digital Bank. Responsible for entire finance function, financial reporting, budgeting, forecasting, 5-year planning, regulatory reporting to BNM. MBA, FCCA, MICPA, CA (M) [LinkedIn confirmed]","NOT FOUND [KAF Digital Bank Annual Report FY2025 and website (kafdigitalbank.com.my) list CEO and Board of Directors only. C-suite management (CRO, CIO, Compliance, IA, GRC) not publicly named. Management Committee members unnamed. conf 85]","NOT FOUND [KAF Digital Bank Annual Report FY2025 and website (kafdigitalbank.com.my) list CEO and Board of Directors only. C-suite management (CRO, CIO, Compliance, IA, GRC) not publicly named. Management Committee members unnamed. conf 85]","NOT FOUND [KAF Digital Bank Annual Report FY2025 and website (kafdigitalbank.com.my) list CEO and Board of Directors only. C-suite management (CRO, CIO, Compliance, IA, GRC) not publicly named. Management Committee members unnamed. conf 85]","NOT FOUND [KAF Digital Bank Annual Report FY2025 and website (kafdigitalbank.com.my) list CEO and Board of Directors only. C-suite management (CRO, CIO, Compliance, IA, GRC) not publicly named. Management Committee members unnamed. conf 85]"
6,Fintech Sandbox,KDI Save Sdn Bhd,NOT FOUND [Fintech under KDI Group. No public leadership information. 0/7 target roles.],NOT FOUND [KDI Save Sdn Bhd has minimal public online presence. No C-suite leadership data available. conf 90],NOT FOUND [KDI Save Sdn Bhd has minimal public online presence. No C-suite leadership data available. conf 90],NOT FOUND [KDI Save Sdn Bhd has minimal public online presence. No C-suite leadership data available. conf 90],NOT FOUND [KDI Save Sdn Bhd has minimal public online presence. No C-suite leadership data available. conf 90],NOT FOUND [KDI Save Sdn Bhd has minimal public online presence. No C-suite leadership data available. conf 90],NOT FOUND [KDI Save Sdn Bhd has minimal public online presence. No C-suite leadership data available. conf 90]
5,GLC-Linked,KWSP Investment Division (Alternative Assets),"Jasmine Goh (Head of Department – Digital Security) [Official: kwsp.gov.my/corporate/about-us/organisation-structure, conf 98]","Nora Badaruddin (Head of Department – Integrity & Corporate Governance) [Official: kwsp.gov.my, conf 98]","Ahmad Rizal Omar (Chief Financial Officer) [Official: kwsp.gov.my, conf 98]","Rozlina Abdul Samad (Head of Department – Risk Management) [Official: kwsp.gov.my, conf 98]","Chong Yee Leng (Head of Department – Operations Compliance) [Official: kwsp.gov.my, conf 98]","Afhzal Abdul Rahman (Chief Digital Technology Officer) [Official: kwsp.gov.my, conf 98]","Mohammad Nasir Ismail (Head of Department – Internal Audit) [Official: kwsp.gov.my, conf 98]"
5,GLC-Linked,KWSP Investment Division (Direct Investments),"Jasmine Goh (Head of Department – Digital Security) [Official: kwsp.gov.my/corporate/about-us/organisation-structure, conf 98]","Nora Badaruddin (Head of Department – Integrity & Corporate Governance) [Official: kwsp.gov.my, conf 98]","Ahmad Rizal Omar (Chief Financial Officer) [Official: kwsp.gov.my, conf 98]","Rozlina Abdul Samad (Head of Department – Risk Management) [Official: kwsp.gov.my, conf 98]","Chong Yee Leng (Head of Department – Operations Compliance) [Official: kwsp.gov.my, conf 98]","Afhzal Abdul Rahman (Chief Digital Technology Officer) [Official: kwsp.gov.my, conf 98]","Mohammad Nasir Ismail (Head of Department – Internal Audit) [Official: kwsp.gov.my, conf 98]"
5,GLC-Linked,KWSP Investment Division (Real Estate),"Jasmine Goh (Head of Department – Digital Security) [Official: kwsp.gov.my/corporate/about-us/organisation-structure, conf 98]","Nora Badaruddin (Head of Department – Integrity & Corporate Governance) [Official: kwsp.gov.my, conf 98]","Ahmad Rizal Omar (Chief Financial Officer) [Official: kwsp.gov.my, conf 98]","Rozlina Abdul Samad (Head of Department – Risk Management) [Official: kwsp.gov.my, conf 98]","Chong Yee Leng (Head of Department – Operations Compliance) [Official: kwsp.gov.my, conf 98]","Afhzal Abdul Rahman (Chief Digital Technology Officer) [Official: kwsp.gov.my, conf 98]","Mohammad Nasir Ismail (Head of Department – Internal Audit) [Official: kwsp.gov.my, conf 98]"
2,Investment Banks,Kenanga Investment Bank Berhad,Low Jia Yee — Chief Technology Officer (CISO-equivalent) [Official: kenanga.com.my/who-we-are/our-people/company/kenanga-investment-bank-berhad/] | conf 75 | No dedicated CISO/Head of IT Security among 25+ executives. CTO is closest equivalent.,Tai Yan Fee (CRO) + Choo Siew Fun (Compliance) [Group-level composite],Cheong Boon Kak (Group Chief Financial & Operations Officer) [Official: kenanga.com.my],Tai Yan Fee (Group Chief Risk Officer) [Official: kenanga.com.my],Choo Siew Fun (Group Chief Compliance & Ethics Officer) [Official: kenanga.com.my],Low Jia Yee (Chief Technology Officer) [Official: kenanga.com.my],Terence Tan Kian Meng (Group Chief Internal Auditor) [Official: kenanga.com.my]
5,GLC-Linked,Khazanah Nasional Berhad,NOT FOUND [Not listed on official khazanah.com.my leadership pages (22+ executives listed). Likely internal position not publicly disclosed. ARC (Audit & Risk Committee) at board level: Chairman Wong Kang Hwee.],"Dato' Suhana Dewi Selamat (Head, Governance, Risk & Compliance) [Official: khazanah.com.my/Who-We-Are/Leadership, 2026-07-13]","Faridah Bakar Ali (Chief Financial Officer) [Official: khazanah.com.my/Who-We-Are/Leadership, 2026-07-13]","Dato' Suhana Dewi Selamat (Head, Governance, Risk & Compliance) [Official: khazanah.com.my, conf 95 - combined GRC+CRO+Compliance role]","Dato' Suhana Dewi Selamat (Head, Governance, Risk & Compliance) [Official: khazanah.com.my, conf 95 - combined role]","Datuk Hisham Hamdan (Chief Investment Officer) [Official: khazanah.com.my/responsible-stewardship/leadership/executive-management, conf 95]",NOT FOUND [Not listed on official khazanah.com.my. ARC oversees internal/external auditors at board level but Head of IA not publicly named. Likely internal position.]
3,Cooperatives,Koperasi Angkatan Tentera,NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85]
3,Cooperatives,Koperasi Guru Malaysia,NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85]
3,Cooperatives,Koperasi Johor,NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85]
3,Cooperatives,Koperasi KL,NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85]
